node_id,node_type,name,class,sentience_level,role_type,event_type,artifact_type,org_type,status,source
ARTIFACT:PATCHMATE_ADHESIVE_DOT,ARTIFACT,,,,,,,,,CP2020:V3Core:113
ARTIFACT:QUICKSEAL_STORAGE_POUCH,ARTIFACT,,,,,,,,,CP2020:V3Core:195
ARTIFACT:NANOWICK_DRY_PAD,ARTIFACT,,,,,,,,,CP2020:V3Core:195
ARTIFACT:GLOWCORD_SIGNAL_ROPE,ARTIFACT,,,,,,,,,CP2020:V3Core:115
ARTIFACT:HEATSYNC_THERMO_MUG,ARTIFACT,,,,,,,,,CP2020:V3Core:190
ARTIFACT:MULTIJACK_DATA_ADAPTER,ARTIFACT,,,,,,,,,CP2020:V3Core:197
ARTIFACT:IDSTAMP_MARKING_PEN,ARTIFACT,,,,,,,,,CP2020:V3Core:197
ARTIFACT:PATCHBAND_WRIST_WRAP,ARTIFACT,,,,,,,,,CP2020:V3Core:142
ARTIFACT:HEATWRAP_WRIST_HEATER,ARTIFACT,,,,,,,,,CP2020:V3Core:142
ARTIFACT:PATCHLIGHT_MINI_LANTERN,ARTIFACT,,,,,,,,,CP2020:V3Core:115
ARTIFACT:NANODRY_EAR_PROTECTORS,ARTIFACT,,,,,,,,,CP2020:V3Core:142
ARTIFACT:AUTO_CHEF_FOOD_PREP_SYSTEM,ARTIFACT,,,,,,,,,CP2020:Chromebook2:12
ARTIFACT:CLIPTAG_ASSET_MARKER,ARTIFACT,,,,,,,,,CP2020:V3Core:113
ARTIFACT:NANOGUARD_SOAP_SHEET,ARTIFACT,,,,,,,,,CP2020:V3Core:195
ARTIFACT:QUICKDOT_MARKING_BEAD,ARTIFACT,,,,,,,,,CP2020:V3Core:113
ARTIFACT:NANOBUFF_GLASS_WIPE,ARTIFACT,,,,,,,,,CP2020:V3Core:197
ARTIFACT:ARMORPIERCING_AP,ARTIFACT,Armor-Piercing (AP),,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:HOLLOWPOINT_HP,ARTIFACT,Hollow-Point (HP),,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:CASELESS,ARTIFACT,Caseless,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:RUBBER_ROUNDS,ARTIFACT,Rubber Rounds,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:TRACER,ARTIFACT,Tracer,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:INCENDIARY,ARTIFACT,Incendiary,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:SMART_AMMO_GUIDED,ARTIFACT,Smart Ammo (Guided),,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:EMPTIPPED_ROUNDS,ARTIFACT,EMP-Tipped Rounds,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:GASTIPPED_ROUNDS,ARTIFACT,Gas-Tipped Rounds,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:CRYO_AMMO,ARTIFACT,Cryo Ammo,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:EXPLOSIVE_HE,ARTIFACT,Explosive (HE),,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:TANGLER_FOAM,ARTIFACT,Tangler Foam,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:TASER_DARTS,ARTIFACT,Taser Darts,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:SUBSONIC,ARTIFACT,Subsonic,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:TEFLONCOATED,ARTIFACT,Teflon-Coated,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:HIGHVELOCITY_HV,ARTIFACT,High-Velocity (HV),,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ENTITY:SPLICER_WONG,ENTITY,“Splicer” Wong,,,,,,,ACTIVE,
ENTITY:DR_NASH,ENTITY,Dr. Nash,,,,,,,ACTIVE,
ENTITY:MISS_SHANK,ENTITY,Miss Shank,,,,,,,ACTIVE,
ENTITY:KODO_THE_BUTCHER,ENTITY,Kodo “The Butcher”,,,,,,,ACTIVE,
ENTITY:SPLICER_WONG_ALT_0,ENTITY,“Splicer” Wong,,,,,,,ACTIVE,
ENTITY:DR_MALHOTRA_ALT_1,ENTITY,Dr. Malhotra,,,,,,,ACTIVE,
ENTITY:MAMA_TRAUMA_ALT_2,ENTITY,Mama Trauma,,,,,,,ACTIVE,
ENTITY:RAZOR_JULES_ALT_3,ENTITY,Razor Jules,,,,,,,ACTIVE,
ENTITY:CANDY_STATIC_KANE_ALT_4,ENTITY,Candy “Static” Kane,,,,,,,ACTIVE,
ENTITY:OLD_DOC_IVANOVICH_ALT_5,ENTITY,Old Doc Ivanovich,,,,,,,ACTIVE,
ENTITY:DR_CASS_MEDFIELD_ALT_6,ENTITY,Dr. Cass Medfield,,,,,,,ACTIVE,
ENTITY:CUTTER_THE_SURGEON_ALT_7,ENTITY,Cutter the Surgeon,,,,,,,ACTIVE,
ENTITY:NINA_CHROME_ALT_8,ENTITY,Nina Chrome,,,,,,,ACTIVE,
ENTITY:SPANNER_ROJO_ALT_9,ENTITY,“Spanner” Rojo,,,,,,,ACTIVE,
ARTIFACT:HOT_CYBERARM,ARTIFACT,Hot Cyberarm,,,,,CYBERWARE,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:ILLEGAL_BIOCHIP,ARTIFACT,Illegal Biochip,,,,,CYBERWARE,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:NANOSKIN_PATCH,ARTIFACT,NanoSkin Patch,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:GHOST_AMMO,ARTIFACT,Ghost Ammo,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:RIPOFF_OPTICS,ARTIFACT,Ripoff Optics,,,,,CYBERWARE,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:SABOTEUR_GRENADE,ARTIFACT,Saboteur Grenade,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:PSYCHOSTIM_DOSE,ARTIFACT,PsychoStim Dose,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:UNREGISTERED_MEDSCANNER,ARTIFACT,Unregistered Medscanner,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:CORPSEC_UNIFORM,ARTIFACT,CorpSec Uniform,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:STREET_DECK,ARTIFACT,Street Deck,,,,,CYBERWARE,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:HACKED_DATACHIP,ARTIFACT,Hacked Datachip,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:SCAVENGED_DRONE,ARTIFACT,Scavenged Drone,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:BORG_BLACKBOX,ARTIFACT,Borg Blackbox,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:ILLEGAL_GAS_SPRAYER,ARTIFACT,Illegal Gas Sprayer,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
EVENT:HIGH-SPEED_CHASE_0,EVENT,High-Speed Chase,,,,ROAD,,,ACTIVE,
EVENT:AMBUSH_AT_TOLL_BOOTH_1,EVENT,Ambush at Toll Booth,,,,ROAD,,,ACTIVE,
EVENT:BREAKDOWN_MECHANICAL_FAILURE_2,EVENT,Breakdown/Mechanical Failure,,,,ROAD,,,ACTIVE,
EVENT:NOMAD_CONVOY_ENCOUNTER_3,EVENT,Nomad Convoy Encounter,,,,ROAD,,,ACTIVE,
EVENT:CORP_CONVOY_BLOCKADE_4,EVENT,Corp Convoy Blockade,,,,ROAD,,,ACTIVE,
EVENT:WRECKAGE_IN_ROAD_5,EVENT,Wreckage in Road,,,,ROAD,,,ACTIVE,
EVENT:SANDSTORM_WEATHER_HAZARD_6,EVENT,Sandstorm/Weather Hazard,,,,ROAD,,,ACTIVE,
EVENT:BIKER_GANG_OVERTAKE_7,EVENT,Biker Gang Overtake,,,,ROAD,,,ACTIVE,
EVENT:SURPRISE_POLICE_STOP_8,EVENT,Surprise Police Stop,,,,ROAD,,,ACTIVE,
EVENT:REFUGEE_CARAVAN_9,EVENT,Refugee Caravan,,,,ROAD,,,ACTIVE,
EVENT:DRONE_ATTACK_10,EVENT,Drone Attack,,,,ROAD,,,ACTIVE,
EVENT:INFECTION_0,EVENT,Infection,,,,STREET_SURGERY_COMPLICATION,,,ACTIVE,Wildside
EVENT:NERVE_DAMAGE_1,EVENT,Nerve Damage,,,,STREET_SURGERY_COMPLICATION,,,ACTIVE,Wildside
EVENT:CHROME_OVERLOAD_2,EVENT,Chrome Overload,,,,STREET_SURGERY_COMPLICATION,,,ACTIVE,Chromebook 2
EVENT:MEMORY_LOSS_3,EVENT,Memory Loss,,,,STREET_SURGERY_COMPLICATION,,,ACTIVE,Wildside
EVENT:ORGAN_REJECTION_4,EVENT,Organ Rejection,,,,STREET_SURGERY_COMPLICATION,,,ACTIVE,Core
EVENT:ESPIONAGE_ARASAKA,EVENT,Espionage,,,,RUN,,,ACTIVE,DERIVED:[CORPORATE_JOBS]
EVENT:SABOTAGE_PETROCHEM,EVENT,Sabotage,,,,RUN,,,ACTIVE,DERIVED:[CORPORATE_JOBS]
EVENT:DATA_HEIST_KANG_TAO,EVENT,Data Heist,,,,RUN,,,ACTIVE,DERIVED:[CORPORATE_JOBS]
EVENT:ASSET_EXTRACTION_BIOTECHNICA,EVENT,Asset Extraction,,,,RUN,,,ACTIVE,DERIVED:[CORPORATE_JOBS]
EVENT:BLACKMAIL_NIGHT_CORP,EVENT,Blackmail,,,,RUN,,,ACTIVE,DERIVED:[CORPORATE_JOBS]
EVENT:MARKET_MANIPULATION_ARASAKA,EVENT,Market Manipulation,,,,RUN,,,ACTIVE,DERIVED:[CORPORATE_JOBS]
EVENT:HOSTILE_TAKEOVER_MILITECH,EVENT,Hostile Takeover,,,,RUN,,,ACTIVE,DERIVED:[CORPORATE_JOBS]
EVENT:BODYGUARD_DUTY_BIOTECHNICA,EVENT,Bodyguard Duty,,,,RUN,,,ACTIVE,DERIVED:[CORPORATE_JOBS]
EVENT:BURY_SCANDAL_PETROCHEM,EVENT,Bury Scandal,,,,RUN,,,ACTIVE,DERIVED:[CORPORATE_JOBS]
EVENT:FRAME_RIVAL_KANG_TAO,EVENT,Frame Rival,,,,RUN,,,ACTIVE,DERIVED:[CORPORATE_JOBS]
EVENT:PR_CAMPAIGN_NIGHT_CORP,EVENT,PR Campaign,,,,RUN,,,ACTIVE,DERIVED:[CORPORATE_JOBS]
EVENT:SECRET_PROJECT_GREX_INTERNATIONAL,EVENT,Secret Project,,,,RUN,,,ACTIVE,DERIVED:[CORPORATE_JOBS]
EVENT:ELIMINATION_MILITECH,EVENT,Elimination,,,,RUN,,,ACTIVE,DERIVED:[CORPORATE_JOBS]
EVENT:CYBERSECURITY_AUDIT_BIOTECHNICA,EVENT,Cybersecurity Audit,,,,RUN,,,ACTIVE,DERIVED:[CORPORATE_JOBS]
EVENT:TRADE_DEAL_PETROCHEM,EVENT,Trade Deal,,,,RUN,,,ACTIVE,DERIVED:[CORPORATE_JOBS]
EVENT:PRODUCT_RECALL_KANG_TAO,EVENT,Product Recall,,,,RUN,,,ACTIVE,DERIVED:[CORPORATE_JOBS]
EVENT:STEAL_RD_ARASAKA,EVENT,Steal R&D,,,,RUN,,,ACTIVE,DERIVED:[CORPORATE_JOBS]
EVENT:FALSE_FLAG_BIOTECHNICA,EVENT,False Flag,,,,RUN,,,ACTIVE,DERIVED:[CORPORATE_JOBS]
EVENT:BODY_DISPOSAL_PETROCHEM,EVENT,Body Disposal,,,,RUN,,,ACTIVE,DERIVED:[CORPORATE_JOBS]
EVENT:HOSTAGE_SWAP_ARASAKA,EVENT,Hostage Swap,,,,RUN,,,ACTIVE,DERIVED:[CORPORATE_JOBS]
EVENT:LEGAL_MANIPULATION_NIGHT_CORP,EVENT,Legal Manipulation,,,,RUN,,,ACTIVE,DERIVED:[CORPORATE_JOBS]
EVENT:SMUGGLE_GOODS_MILITECH,EVENT,Smuggle Goods,,,,RUN,,,ACTIVE,DERIVED:[CORPORATE_JOBS]
EVENT:REVERSE_ENGINEERING_KANG_TAO,EVENT,Reverse Engineering,,,,RUN,,,ACTIVE,DERIVED:[CORPORATE_JOBS]
EVENT:INSIDER_RECRUITMENT_PETROCHEM,EVENT,Insider Recruitment,,,,RUN,,,ACTIVE,DERIVED:[CORPORATE_JOBS]
EVENT:FALSE_ADVERTISING_ARASAKA,EVENT,False Advertising,,,,RUN,,,ACTIVE,DERIVED:[CORPORATE_JOBS]
EVENT:CLEAN_HOUSE_MILITECH,EVENT,Clean House,,,,RUN,,,ACTIVE,DERIVED:[CORPORATE_JOBS]
EVENT:ARMS_DEAL_GREX_INTERNATIONAL,EVENT,Arms Deal,,,,RUN,,,ACTIVE,DERIVED:[CORPORATE_JOBS]
EVENT:BRAIN_DRAIN_NIGHT_CORP,EVENT,Brain Drain,,,,RUN,,,ACTIVE,DERIVED:[CORPORATE_JOBS]
EVENT:MEDIA_JOB_8DD19CD7,EVENT,Expose – Regina Jones,,,,RUN,,,ACTIVE,DERIVED:[MEDIA_JOB_TABLE]
EVENT:MEDIA_JOB_B0448CC3,EVENT,Rumor Hunt – Blue Glass,,,,RUN,,,ACTIVE,DERIVED:[MEDIA_JOB_TABLE]
EVENT:MEDIA_JOB_EA036983,EVENT,Sabotage PR – Roxanne “Red” Delacroix,,,,RUN,,,ACTIVE,DERIVED:[MEDIA_JOB_TABLE]
EVENT:MEDIA_JOB_85409FB7,EVENT,Live Riot Coverage – Billy “The Book” Richards,,,,RUN,,,ACTIVE,DERIVED:[MEDIA_JOB_TABLE]
EVENT:MEDIA_JOB_9DB3A334,EVENT,Net Drama – Blue Glass,,,,RUN,,,ACTIVE,DERIVED:[MEDIA_JOB_TABLE]
EVENT:MEDIA_JOB_96E435E2,EVENT,Dirty Secret – Kerry Casablancas,,,,RUN,,,ACTIVE,DERIVED:[MEDIA_JOB_TABLE]
EVENT:MEDIA_JOB_E87AFDDC,EVENT,PR Save – Regina Jones,,,,RUN,,,ACTIVE,DERIVED:[MEDIA_JOB_TABLE]
EVENT:MEDIA_JOB_B210DE24,EVENT,Scandal Seed – Roxanne “Red” Delacroix,,,,RUN,,,ACTIVE,DERIVED:[MEDIA_JOB_TABLE]
EVENT:MEDIA_JOB_4A01156D,EVENT,Illegal Stream – Blue Glass,,,,RUN,,,ACTIVE,DERIVED:[MEDIA_JOB_TABLE]
EVENT:MEDIA_JOB_90F1C4E6,EVENT,Interview Hit – Regina Jones,,,,RUN,,,ACTIVE,DERIVED:[MEDIA_JOB_TABLE]
EVENT:MEDIA_JOB_51F74850,EVENT,Bury Story – Kerry Casablancas,,,,RUN,,,ACTIVE,DERIVED:[MEDIA_JOB_TABLE]
EVENT:MEDIA_JOB_E077FB09,EVENT,Sensationalize Riot – Roxanne “Red” Delacroix,,,,RUN,,,ACTIVE,DERIVED:[MEDIA_JOB_TABLE]
EVENT:MEDIA_JOB_9E7A0A74,EVENT,Corporate Leak – Blue Glass,,,,RUN,,,ACTIVE,DERIVED:[MEDIA_JOB_TABLE]
EVENT:MEDIA_JOB_6102366B,EVENT,Con Job – Billy “The Book” Richards,,,,RUN,,,ACTIVE,DERIVED:[MEDIA_JOB_TABLE]
EVENT:MEDIA_JOB_6E8AAC68,EVENT,Coverup Assist – Regina Jones,,,,RUN,,,ACTIVE,DERIVED:[MEDIA_JOB_TABLE]
EVENT:MEDIA_JOB_AE6F29E0,EVENT,Exclusive Scoop – Kerry Casablancas,,,,RUN,,,ACTIVE,DERIVED:[MEDIA_JOB_TABLE]
EVENT:MEDIA_JOB_DC39B141,EVENT,Expose False Hope – Roxanne “Red” Delacroix,,,,RUN,,,ACTIVE,DERIVED:[MEDIA_JOB_TABLE]
EVENT:MEDIA_JOB_7FB967B4,EVENT,Feed the Feed – Blue Glass,,,,RUN,,,ACTIVE,DERIVED:[MEDIA_JOB_TABLE]
EVENT:MEDIA_JOB_655CC510,EVENT,Deep Background – Regina Jones,,,,RUN,,,ACTIVE,DERIVED:[MEDIA_JOB_TABLE]
EVENT:MEDIA_JOB_6E741614,EVENT,Backroom Bribe – Roxanne “Red” Delacroix,,,,RUN,,,ACTIVE,DERIVED:[MEDIA_JOB_TABLE]
EVENT:MEDIA_JOB_295BF5AC,EVENT,Hack the News – Blue Glass,,,,RUN,,,ACTIVE,DERIVED:[MEDIA_JOB_TABLE]
EVENT:MEDIA_JOB_9D672FAC,EVENT,Manufacture Outrage – Billy “The Book” Richards,,,,RUN,,,ACTIVE,DERIVED:[MEDIA_JOB_TABLE]
EVENT:MEDIA_JOB_ACB7BD72,EVENT,Documentary Hustle – Regina Jones,,,,RUN,,,ACTIVE,DERIVED:[MEDIA_JOB_TABLE]
EVENT:MEDIA_JOB_1A46EB64,EVENT,Spotlight Fix – Blue Glass,,,,RUN,,,ACTIVE,DERIVED:[MEDIA_JOB_TABLE]
ARTIFACT:QUICKPIN_FASTENER_SET,ARTIFACT,Quick-Pin Fastener Set,,,,,GEAR,,ACTIVE,Inspect after use|Chromebook 3 p.7
ARTIFACT:WEATHERPROOF_SEALANT_TUBE,ARTIFACT,Weatherproof Sealant Tube,,,,,GEAR,,ACTIVE,Replace after 12 uses|Chromebook 3 p.19
ARTIFACT:WEATHERPROOF_PATCH_TAPE,ARTIFACT,Weatherproof Patch Tape,,,,,GEAR,,ACTIVE,Replace after 15 uses|Chromebook 3 p.19
Beretta 93R,WEAPON,ARTIFACT,,,,,Blackhand’s,,,Handgun
Colt AMT 2000,WEAPON,ARTIFACT,,,,,Core Rulebook,,,Handgun
Glock 17,WEAPON,ARTIFACT,,,,,Blackhand’s,,,Handgun
Dai Lung Streetmaster,WEAPON,ARTIFACT,,,,,Blackhand’s,,,Handgun
Armalite USA .44,WEAPON,ARTIFACT,,,,,Chromebook 2,,,Handgun
Towa Colt Nova,WEAPON,ARTIFACT,,,,,Blackhand’s,,,Handgun
Tsunami Arms “Type 54”,WEAPON,ARTIFACT,,,,,Chromebook 3,,,Handgun
CZ-75 Compact,WEAPON,ARTIFACT,,,,,Blackhand’s,,,Handgun
Sternmeyer Type 35,WEAPON,ARTIFACT,,,,,Blackhand’s,,,Handgun
Nomad Reclaimer .357,WEAPON,ARTIFACT,,,,,Core Rulebook,,,Handgun
FN Five-seveN,WEAPON,ARTIFACT,,,,,Chromebook 2,,,Handgun
Auto-9 (Robocop Special),WEAPON,ARTIFACT,,,,,Custom/Homebrew,,,Handgun
Heckler & Koch MP5A3,WEAPON,ARTIFACT,,,,,Core Rulebook,,,SMG
Ingram MAC-10,WEAPON,ARTIFACT,,,,,Blackhand’s,,,SMG
Arasaka Minismg 10,WEAPON,ARTIFACT,,,,,Chromebook 2,,,SMG
Tsunami Arms “Derringer-SMG”,WEAPON,ARTIFACT,,,,,Chromebook 3,,,SMG
G-20 Caseless,WEAPON,ARTIFACT,,,,,Blackhand’s,,,SMG
Nomad SMG-11,WEAPON,ARTIFACT,,,,,Core Rulebook,,,SMG
Sternmeyer Viper,WEAPON,ARTIFACT,,,,,Blackhand’s,,,SMG
Uzi-9mm,WEAPON,ARTIFACT,,,,,Core Rulebook,,,SMG
AK-47,WEAPON,ARTIFACT,,,,,Blackhand’s,,,Rifle
Armalite AR-7,WEAPON,ARTIFACT,,,,,Blackhand’s,,,Rifle
M16A2,WEAPON,ARTIFACT,,,,,Core Rulebook,,,Rifle
Remington 700,WEAPON,ARTIFACT,,,,,Maximum Metal,,,Rifle
FN FAL,WEAPON,ARTIFACT,,,,,Blackhand’s,,,Rifle
Gepard Anti-Material Rifle,WEAPON,ARTIFACT,,,,,Maximum Metal,,,Rifle
Nomad Carbine 5.56,WEAPON,ARTIFACT,,,,,Core Rulebook,,,Rifle
Tsunami Arms “TAR-21”,WEAPON,ARTIFACT,,,,,Chromebook 3,,,Rifle
Ruger Mini-14,WEAPON,ARTIFACT,,,,,Blackhand’s,,,Rifle
Remington 870,WEAPON,ARTIFACT,,,,,Core Rulebook,,,Shotgun
Benelli M4,WEAPON,ARTIFACT,,,,,Blackhand’s,,,Shotgun
Mossberg CMDT,WEAPON,ARTIFACT,,,,,Blackhand’s,,,Shotgun
SPAS-12,WEAPON,ARTIFACT,,,,,Blackhand’s,,,Shotgun
Nomad Shotpistol,WEAPON,ARTIFACT,,,,,Core Rulebook,,,Shotgun
Tsunami Arms SA-12,WEAPON,ARTIFACT,,,,,Chromebook 2,,,Shotgun
ONI Autoshootgun,WEAPON,ARTIFACT,,,,,Blackhand’s,,,Shotgun
Mono-Katana,WEAPON,ARTIFACT,,,,,Streetfighting,,,Melee
Cyberblade Implant,WEAPON,ARTIFACT,,,,,Chromebook 2,,,Melee
Electric Cestus Glove,WEAPON,ARTIFACT,,,,,Blackhand’s,,,Melee
Switchblade Knife,WEAPON,ARTIFACT,,,,,Core Rulebook,,,Melee
Telescoping Baton,WEAPON,ARTIFACT,,,,,Streetfighting,,,Melee
Ripper Implant,WEAPON,ARTIFACT,,,,,Chromebook 1,,,Melee
Neural Whip Cyber,WEAPON,ARTIFACT,,,,,Chromebook 3,,,Melee
Cyberarm Sledge Implant,WEAPON,ARTIFACT,,,,,Max Metal,,,Melee
Mono-Garrote Wire,WEAPON,ARTIFACT,,,,,Streetfighting,,,Melee
Panther Claws Implant,WEAPON,ARTIFACT,,,,,Chromebook 4,,,Melee
Railgun Rifle,WEAPON,ARTIFACT,,,,,Maximum Metal,,,Exotic
Smartgun HRR,WEAPON,ARTIFACT,,,,,Chromebook 3,,,Exotic
Pulse Laser Rifle,WEAPON,ARTIFACT,,,,,Chromebook 4,,,Exotic
Thermal Lance,WEAPON,ARTIFACT,,,,,Chromebook 2,,,Exotic
Needler Pistol,WEAPON,ARTIFACT,,,,,Blackhand’s,,,Exotic
Gas Gun (C-22),WEAPON,ARTIFACT,,,,,Chromebook 1,,,Exotic
Taser Implant,WEAPON,ARTIFACT,,,,,Chromebook 2,,,Exotic
Sonic Stunner Pistol,WEAPON,ARTIFACT,,,,,Protect & Serve,,,Exotic
Spider Mine Drone,WEAPON,ARTIFACT,,,,,Chromebook 3,,,Exotic
C-22 Stun Baton,WEAPON,ARTIFACT,,,,,Protect & Serve,,,Stun
Netgun 9000,WEAPON,ARTIFACT,,,,,Wildside,,,Stun
Tactical Laser Dazzler,WEAPON,ARTIFACT,,,,,Protect & Serve,,,Utility
Smart Cuffs,WEAPON,ARTIFACT,,,,,Chromebook 3,,,Utility
Crowd Dispersal Spray,WEAPON,ARTIFACT,,,,,Wildside,,,Utility
Taser (Handheld),WEAPON,ARTIFACT,,,,,Core Rulebook,,,Stun
"Taser (Cannon, Vehicle-Mount)",WEAPON,ARTIFACT,,,,,Protect & Serve,,,Stun
Tactical Laser Dazzler Light,WEAPON,ARTIFACT,,,,,Protect & Serve,,,Utility
Smart Cuffs (Restraint),WEAPON,ARTIFACT,,,,,Chromebook 3,,,Utility
Crowd Dispersal Spray (Chem),WEAPON,ARTIFACT,,,,,Wildside,,,Utility
Stun Taser (Handheld),WEAPON,ARTIFACT,,,,,Core Rulebook,,,Stun
"Stun Taser (Cannon, Vehicle-Mount)",WEAPON,ARTIFACT,,,,,Protect & Serve,,,Stun
EVENT:DESTROY_THE_PROTOTYPES,EVENT,Destroy the Prototypes,,,,RUN,,,ACTIVE, [oai_citation:0‡Cyberpunk-2020-Corpbook-II-Lazarus-and-Militech.pdf](file-service://file-RjMtVC5WH3ngRS881TDxms) [oai_citation:1‡Cyberpunk-2020-Corpbook-II-Lazarus-and-Militech.pdf](file-service://file-RjMtVC5WH3ngRS881TDxms)
EVENT:BOARDROOM_PROXY_COUP,EVENT,Boardroom Proxy Coup,,,,INCIDENT,,,ACTIVE, [oai_citation:2‡cyberpunk-2020-solo-of-fortune.pdf](file-service://file-4ktmyTTeG6CSDZYc8RHvpo) [oai_citation:3‡cyberpunk-2020-solo-of-fortune.pdf](file-service://file-Lx8HbVEKdwTjHkssfQw8Wc)
EVENT:STARTUP_ESPIONAGE,EVENT,Start-Up Espionage,,,,RUN,,,ACTIVE, [oai_citation:4‡Cyberpunk-2020-CP3291-Listen-Up-You-Primitive-Screwheads-Official.pdf](file-service://file-5DmgkjZLnkTHnPYTn117K6)
EVENT:EXECUTIVE_PROMOTION_WARS,EVENT,Executive Promotion Wars,,,,INCIDENT,,,ACTIVE, [oai_citation:5‡Cyberpunk-2020-CP3291-Listen-Up-You-Primitive-Screwheads-Official.pdf](file-service://file-5DmgkjZLnkTHnPYTn117K6)
EVENT:COVERT_TRAINING_CONTRACT,EVENT,Covert Training Contract,,,,RUN,,,ACTIVE, [oai_citation:6‡Cyberpunk-2020-Corpbook-II-Lazarus-and-Militech.pdf](file-service://file-RjMtVC5WH3ngRS881TDxms)
EVENT:EMERGENCY_COMMITTEE_TAKEOVER,EVENT,Emergency Committee Takeover,,,,INCIDENT,,,ACTIVE, [oai_citation:7‡Cyberpunk-2020-Corpbook-III-Petrochem-and-Sovoil.pdf](file-service://file-Tig4vSipfVtKGz8j8tkg1r) [oai_citation:8‡Cyberpunk-2020-Corpbook-III-Petrochem-and-Sovoil.pdf](file-service://file-2wcG7sM4iEt6LmgudkzPKR)
EVENT:DESTABILIZE_THE_COMPETITION,EVENT,Destabilize the Competition,,,,RUN,,,ACTIVE, [oai_citation:9‡Cyberpunk-2020-Corpbook-III-Petrochem-and-Sovoil.pdf](file-service://file-Tig4vSipfVtKGz8j8tkg1r) [oai_citation:10‡Cyberpunk-2020-Corpbook-III-Petrochem-and-Sovoil.pdf](file-service://file-2wcG7sM4iEt6LmgudkzPKR)
ENTITY:BEAT_COP_NCPD,ENTITY,Beat Cop,PERSON,HUMAN,COP,,,,ACTIVE,DERIVED:[COP_NPC_TEMPLATES]
ENTITY:VICE_DETECTIVE_NCPD,ENTITY,Vice Detective,PERSON,HUMAN,COP,,,,ACTIVE,DERIVED:[COP_NPC_TEMPLATES]
ENTITY:SWAT_OPERATIVE_NCPD,ENTITY,SWAT Operative,PERSON,HUMAN,COP,,,,ACTIVE,DERIVED:[COP_NPC_TEMPLATES]
ENTITY:NCPD_INSPECTOR_NCPD,ENTITY,NCPD Inspector,PERSON,HUMAN,COP,,,,ACTIVE,DERIVED:[COP_NPC_TEMPLATES]
ENTITY:CORPO_LIAISON_NCPD,ENTITY,Corpo Liaison,PERSON,HUMAN,COP,,,,ACTIVE,DERIVED:[COP_NPC_TEMPLATES]
ENTITY:HOMICIDE_DETECTIVE_NCPD,ENTITY,Homicide Detective,PERSON,HUMAN,COP,,,,ACTIVE,DERIVED:[COP_NPC_TEMPLATES]
ENTITY:RIOT_COP_NCPD,ENTITY,Riot Cop,PERSON,HUMAN,COP,,,,ACTIVE,DERIVED:[COP_NPC_TEMPLATES]
